dataset,datatype,mean_hamming,median_hamming,sd_hamming
PANDIT,AA,0.6542038056272629,0.6945107398568019,0.12819494203240842
PANDIT,AA,0.5714748409485252,0.5789473684210527,0.10217451134897866
PANDIT,AA,0.6853079670924442,0.7114093959731543,0.1074981164155269
PANDIT,AA,0.45692534066918306,0.34025974025974026,0.22025157038725354
PANDIT,AA,0.6750305443685235,0.6948051948051948,0.10555095212885908
PANDIT,AA,0.7747496947496948,0.7923076923076923,0.08812723382173059
PANDIT,AA,0.6419778138528138,0.6377551020408163,0.07856136827548402
PANDIT,AA,0.47239177346192807,0.5172413793103449,0.18662868019126827
PANDIT,AA,0.6739608217869087,0.6894409937888198,0.08064259030712204
PANDIT,AA,0.5150537634408602,0.5345622119815668,0.11274975806019205
PANDIT,AA,0.6786392619725953,0.6785714285714286,0.08709672351378656
PANDIT,AA,0.6583490447461036,0.6862745098039216,0.14617848935010058
PANDIT,AA,0.6327534466030371,0.6392405063291139,0.06340950201732895
PANDIT,AA,0.75018296973962,0.7672413793103449,0.07846453052271746
PANDIT,AA,0.7539455151327769,0.7603833865814696,0.057133975639046486
PANDIT,AA,0.4178145947868762,0.42643923240938164,0.07127616365105192
PANDIT,AA,0.5821328034442789,0.6131147540983607,0.10669324875229626
PANDIT,AA,0.6435136909589464,0.6642335766423357,0.11928655094718123
PANDIT,AA,0.4994555852887741,0.5232067510548524,0.08719302566392038
PANDIT,AA,0.6535746606334841,0.6832579185520362,0.11472313149137227
PANDIT,AA,0.5982451923076924,0.59765625,0.08501008048296754
PANDIT,AA,0.7193619447467994,0.7408256880733946,0.08656431820022485
PANDIT,AA,0.6406163080076124,0.6739130434782609,0.1459861861197498
PANDIT,AA,0.7210730593607306,0.7328767123287672,0.09360016618821355
PANDIT,AA,0.6142103863878058,0.6428571428571429,0.10807168649702435
PANDIT,AA,0.646562962962963,0.7066666666666667,0.13508739368849632
PANDIT,AA,0.6739784946236559,0.6923076923076923,0.08185597553114869
PANDIT,AA,0.5854043645699615,0.6052631578947368,0.08043345854687953
PANDIT,AA,0.6315264477884177,0.6593707250341997,0.1048419081982694
PANDIT,AA,0.7171896148640334,0.7441860465116279,0.09763394956121718
PANDIT,AA,0.4614523472297235,0.4673721340388007,0.05109029920053904
PANDIT,AA,0.5161216121612161,0.4975247524752475,0.1236634601880943
PANDIT,AA,0.6100674924204336,0.6153846153846154,0.07663967765138345
PANDIT,AA,0.5374702911467617,0.5572916666666666,0.10294950668324648
PANDIT,AA,0.7004853150363987,0.7303921568627451,0.11439252556103403
PANDIT,AA,0.6562563292421112,0.6777251184834123,0.09349266816577845
PANDIT,AA,0.6412832426782477,0.6490630323679727,0.060951562209873585
PANDIT,AA,0.6205267275097783,0.6338983050847458,0.10981351587955335
PANDIT,AA,0.6594463950454734,0.6785714285714286,0.08121512795182417
PANDIT,AA,0.6109243697478992,0.6413043478260869,0.09843313586280397
PANDIT,AA,0.6433079104683443,0.6896551724137931,0.11172928869936236
PANDIT,AA,0.6026489441930618,0.6129807692307693,0.08251006168986665
PANDIT,AA,0.6394667112933367,0.6941176470588235,0.12724529254959618
PANDIT,AA,0.6482866413421969,0.6597222222222222,0.10042499096391122
PANDIT,AA,0.6573178631306204,0.6358024691358025,0.1434983272757952
PANDIT,AA,0.6714633298574905,0.7007299270072993,0.09360392232387452
PANDIT,AA,0.6562868504044974,0.6615384615384615,0.06522242511688471
PANDIT,AA,0.6987998188405797,0.7265625,0.09588279493212744
PANDIT,AA,0.6765990238890316,0.6943231441048034,0.09173507257495563
PANDIT,AA,0.6345957939686571,0.6260623229461756,0.18991065756586278
PANDIT,AA,0.6429544463818657,0.6621621621621622,0.08339495725879752
PANDIT,AA,0.6406922086131588,0.6437768240343348,0.12259867637606517
PANDIT,AA,0.6446716340322302,0.6733668341708543,0.132633678874637
PANDIT,AA,0.6572076277958631,0.7027027027027027,0.1118618250800964
PANDIT,AA,0.5735992402659069,0.6306306306306306,0.12387040015502786
PANDIT,AA,0.6896792625959293,0.6944444444444444,0.1073066202214925
PANDIT,AA,0.6819525761124122,0.6885245901639344,0.06154117719531541
PANDIT,AA,0.6234952766531714,0.644,0.09300130218115
PANDIT,AA,0.7681909814323608,0.7724137931034483,0.08164889467481658
PANDIT,AA,0.6190196001516757,0.6441441441441441,0.10380985593741225
PANDIT,AA,0.684751231108847,0.7019867549668874,0.10997570160812319
PANDIT,AA,0.7296205128205128,0.76,0.10556672905324362
PANDIT,AA,0.725776338350162,0.7348066298342542,0.08414085633943957
PANDIT,AA,0.6968898320554947,0.7228915662650602,0.1003986198361717
PANDIT,AA,0.7425232719350366,0.7708333333333334,0.10448764374261575
PANDIT,AA,0.6523759972251127,0.6559139784946236,0.0804923129204177
PANDIT,AA,0.7651502619244555,0.7863247863247863,0.12068264613654754
PANDIT,AA,0.5577401513282342,0.5647668393782384,0.07794216827446257
PANDIT,AA,0.6009911141490089,0.6244019138755981,0.11575072358696491
PANDIT,AA,0.5300239989895162,0.5333333333333333,0.0886157781507529
PANDIT,AA,0.5767839393822045,0.5977229601518027,0.12410798768087332
PANDIT,AA,0.6317460317460317,0.638095238095238,0.08265985754913538
PANDIT,AA,0.7070898740727962,0.7258064516129032,0.09882514080612652
PANDIT,AA,0.5981540981540981,0.6223776223776224,0.1427900777105202
PANDIT,AA,0.6653662089055348,0.6805555555555556,0.0887007667519223
PANDIT,AA,0.6383014540327842,0.700587084148728,0.16193103814451001
PANDIT,AA,0.6227844712182061,0.6385542168674698,0.08927731675603373
PANDIT,AA,0.7329274193548387,0.744,0.07447862397009179
PANDIT,AA,0.6825306457703193,0.7058823529411765,0.10298900947097635
PANDIT,AA,0.5931606840941605,0.6051502145922747,0.08090594060175679
PANDIT,AA,0.6728520017993702,0.6973684210526315,0.10364817486033061
PANDIT,AA,0.5349408877791768,0.525679758308157,0.10290752319299994
PANDIT,AA,0.5717387947989877,0.5826771653543307,0.08623585288628702
PANDIT,AA,0.6085713416674271,0.604982206405694,0.09643743050915767
PANDIT,AA,0.6200263504611331,0.6298701298701299,0.07703838885415226
PANDIT,AA,0.7013222184973326,0.7569060773480663,0.145187263644611
PANDIT,AA,0.5749963069237346,0.6223404255319149,0.13110864309116327
PANDIT,AA,0.6465217012755213,0.6935483870967742,0.12059824913426627
PANDIT,AA,0.6154401335002085,0.6276595744680851,0.11592666343225966
PANDIT,AA,0.6250068256457061,0.6416184971098265,0.08231639754598225
PANDIT,AA,0.6517006638113905,0.6657754010695187,0.061608591352133764
PANDIT,AA,0.7129566079463128,0.7304964539007093,0.10931493753911817
PANDIT,AA,0.6476739356178608,0.6448598130841121,0.1726617598970607
PANDIT,AA,0.6528776790107945,0.6580645161290323,0.066204305069563
PANDIT,AA,0.6717106465168481,0.6975308641975309,0.09986716539941312
PANDIT,AA,0.6236862643080124,0.6193548387096774,0.12964579888991198
PANDIT,AA,0.7453155541001054,0.762589928057554,0.09032129443885584
PANDIT,AA,0.6014514662547789,0.6084656084656085,0.10064004868725267
PANDIT,AA,0.66659436864106,0.7310513447432763,0.14235704288167284
PANDIT,AA,0.6023611111111111,0.6079545454545454,0.10974093277036817
PANDIT,AA,0.6075532567560425,0.5988538681948424,0.11217373632609533
PANDIT,AA,0.5539685254875129,0.5608108108108109,0.12110389140463257
PANDIT,AA,0.6204385274390384,0.6181229773462783,0.07387081829353846
PANDIT,AA,0.4195818199115106,0.424886191198786,0.05258217337191461
PANDIT,AA,0.5506168735224586,0.6125,0.15633104600791797
PANDIT,AA,0.5451055139550715,0.5610619469026549,0.10811051473825527
PANDIT,AA,0.6699906127325482,0.746031746031746,0.1575231729252942
PANDIT,AA,0.6567637540453074,0.7330097087378641,0.16292770953586372
PANDIT,AA,0.6061070707589866,0.6498599439775911,0.1178220938843101
PANDIT,AA,0.5948396049195243,0.6099071207430341,0.08720021813561266
PANDIT,AA,0.6997989949748744,0.7412060301507537,0.11985762889877775
PANDIT,AA,0.6556400058452042,0.6788553259141494,0.1081450930878704
PANDIT,AA,0.6027309384164223,0.676948051948052,0.14342294612661569
PANDIT,AA,0.6504382929642445,0.588235294117647,0.14708551796186706
PANDIT,AA,0.6683556181093127,0.6603174603174603,0.06595065109970984
PANDIT,AA,0.6537016392088856,0.6728778467908902,0.09268823261989097
PANDIT,AA,0.6762804471137804,0.6805555555555556,0.08271408108591893
PANDIT,AA,0.49637970130580966,0.573015873015873,0.14643092249278453
PANDIT,AA,0.6199844947885261,0.6282051282051282,0.059675072581136385
PANDIT,AA,0.5916753239785592,0.5964912280701754,0.08254694696090432
PANDIT,AA,0.7020440251572327,0.7547169811320755,0.11587299991574167
PANDIT,AA,0.6602063789868667,0.7051282051282052,0.12485278307274553
PANDIT,AA,0.7345360824742269,0.7628865979381443,0.10299271038830454
PANDIT,AA,0.660261569416499,0.6901408450704225,0.13384371796323574
PANDIT,AA,0.5281263728917158,0.5595667870036101,0.1419665616357595
PANDIT,AA,0.653318759936407,0.6617647058823529,0.06623865805251473
PANDIT,AA,0.6277777777777778,0.6369047619047619,0.07452025647655632
PANDIT,AA,0.5822978303747535,0.5865384615384616,0.09725141831137848
PANDIT,AA,0.5821265145932235,0.608433734939759,0.12941861323470424
PANDIT,AA,0.7325752017608217,0.774468085106383,0.11635687389990651
PANDIT,AA,0.6983023872679045,0.7480769230769231,0.12234142150895998
PANDIT,AA,0.6044642857142857,0.6190476190476191,0.09690462030125598
PANDIT,AA,0.44840220385674934,0.45,0.13398846843717555
PANDIT,AA,0.6722634387609007,0.6903553299492385,0.09361528677786836
PANDIT,AA,0.6547669430940807,0.7137546468401487,0.15019403428992467
PANDIT,AA,0.6475458570524985,0.7029411764705882,0.15509545404745034
PANDIT,AA,0.7274565431084898,0.7696629213483146,0.12996891430079938
PANDIT,AA,0.6271132845206919,0.654040404040404,0.10199207749397438
PANDIT,AA,0.6837339055793992,0.7618025751072961,0.18180116199878876
PANDIT,AA,0.7199402045217023,0.7400881057268722,0.1057035314368764
PANDIT,AA,0.6054905239687849,0.6550724637681159,0.15552681667168733
PANDIT,AA,0.6694139194139194,0.7076923076923077,0.12200408878117719
PANDIT,AA,0.6443106743106743,0.66,0.08014159453754133
PANDIT,AA,0.7925192377214275,0.8,0.05705907246341496
PANDIT,AA,0.6464714714714714,0.645,0.1289227078463411
PANDIT,AA,0.7509271657537026,0.7660377358490567,0.06651191212450785
PANDIT,AA,0.5994113361884508,0.640117994100295,0.1780999417844173
PANDIT,AA,0.6070841239721695,0.6470588235294118,0.11406685769160908
PANDIT,AA,0.5750234842588368,0.5924528301886792,0.12261341580468257
PANDIT,AA,0.7287057929072448,0.7586206896551724,0.1297402033808351
PANDIT,AA,0.7154567633505015,0.7258064516129032,0.0912948797981786
PANDIT,AA,0.5151965377236425,0.5269709543568465,0.076655249678983
PANDIT,AA,0.543576890945312,0.5523809523809524,0.07607316248378232
PANDIT,AA,0.7515307181403071,0.771689497716895,0.09448369236953773
PANDIT,AA,0.6192276192276193,0.6293706293706294,0.08996417474962794
PANDIT,AA,0.6137854280409715,0.6265060240963856,0.06466425771125049
PANDIT,AA,0.4389860957302818,0.5111111111111111,0.13595653967439517
PANDIT,AA,0.5225715958646124,0.5377358490566038,0.06097504460497999
PANDIT,AA,0.6189609978758982,0.6422018348623854,0.10038295963601829
PANDIT,AA,0.6556989247311827,0.6774193548387096,0.08052262281926637
PANDIT,AA,0.6678488224368632,0.6701570680628273,0.05746376588877658
PANDIT,AA,0.7129084795628875,0.7166123778501629,0.062429208158964015
PANDIT,AA,0.6917612678430932,0.7247386759581882,0.10664555911529956
PANDIT,AA,0.5936876318640588,0.6,0.06561056748781266
PANDIT,AA,0.6804878048780488,0.7065868263473054,0.10798583211182859
PANDIT,AA,0.5525448028673835,0.4703703703703704,0.2265816491379492
PANDIT,AA,0.6984905232096243,0.7078651685393258,0.08055619649774845
PANDIT,AA,0.663069223261682,0.6447368421052632,0.10619058487908954
PANDIT,AA,0.6799462365591398,0.7016129032258065,0.10536597234327763
PANDIT,AA,0.7341274928122768,0.741635687732342,0.10444353691503935
PANDIT,AA,0.6575513881016727,0.6951871657754011,0.16285041438025352
PANDIT,AA,0.7534615384615384,0.7928994082840237,0.10564621905721139
PANDIT,AA,0.5657764968109795,0.5670498084291188,0.04859644308876913
PANDIT,AA,0.6424977729186913,0.6309523809523809,0.1435224621908774
PANDIT,AA,0.688484696204063,0.7226890756302521,0.13011371976262998
PANDIT,AA,0.5909210526315789,0.5808270676691729,0.10773815265367827
PANDIT,AA,0.5820671098448876,0.6130952380952381,0.09930046830336102
PANDIT,AA,0.6445012787723785,0.6470588235294118,0.06753146352362074
PANDIT,AA,0.46875624644433167,0.46932515337423314,0.09054724840965965
PANDIT,AA,0.5933333333333334,0.624390243902439,0.10159894138619431
PANDIT,AA,0.6479239766081871,0.6513157894736843,0.0843830998264528
PANDIT,AA,0.6680438582552042,0.6854838709677419,0.0898332871745438
PANDIT,AA,0.5686129195551877,0.5629453681710214,0.13192986315186583
PANDIT,AA,0.5069389034537787,0.49646643109540634,0.09875853976394319
PANDIT,AA,0.6497007956861971,0.6690997566909975,0.07531016708497425
PANDIT,AA,0.5214818800396769,0.5451745379876797,0.12794061554192554
PANDIT,AA,0.6358987807825411,0.6431924882629108,0.0537909618296812
PANDIT,AA,0.6425450007708912,0.6739130434782609,0.11834086469720173
PANDIT,AA,0.6604293435569156,0.6666666666666666,0.10980830125735436
PANDIT,AA,0.6259212376933896,0.6343178621659634,0.07758623048277542
PANDIT,AA,0.6716232961586122,0.7211895910780669,0.12504006855754002
PANDIT,AA,0.6482421875,0.653125,0.06487228592016939
PANDIT,AA,0.5721856177831021,0.5773809523809523,0.07098577449251668
PANDIT,AA,0.43061746437705517,0.4227941176470588,0.08612072976409815
PANDIT,AA,0.6510799708474128,0.686046511627907,0.12564479787724445
PANDIT,AA,0.7189999340574453,0.7880794701986755,0.1536724562264099
PANDIT,AA,0.6274712941379608,0.6153846153846154,0.11736205357689738
PANDIT,AA,0.6295069099879461,0.6303030303030303,0.12354617907821884
PANDIT,AA,0.7484672619047619,0.7678571428571429,0.0784268223910878
PANDIT,AA,0.6292741935483871,0.668010752688172,0.1340096003443267
PANDIT,AA,0.6241116751269036,0.6357868020304569,0.10816702637075162
PANDIT,AA,0.6996281362007168,0.7645833333333333,0.1317161328806394
PANDIT,AA,0.6450465243568692,0.6565656565656566,0.0756431734394284
PANDIT,AA,0.6632453567937439,0.6742424242424242,0.08793599933717829
PANDIT,AA,0.6238560936334001,0.6178861788617886,0.10574591025155272
PANDIT,AA,0.4762724837351703,0.47512437810945274,0.1395002690903325
