dataset,name,datatype,nseq,mean_nsites
Euteleostomi,ENSGT00390000006835,AA,34,503.29411764705884
Euteleostomi,ENSGT00390000006705,AA,31,979.6451612903226
Euteleostomi,ENSGT00390000006698,AA,30,832.7
Euteleostomi,ENSGT00390000002089,AA,62,202.17741935483872
Euteleostomi,ENSGT00390000003100,AA,34,771.5
Euteleostomi,ENSGT00390000007870,AA,39,313.6923076923077
Euteleostomi,ENSGT00390000003745,AA,19,1415.0526315789473
Euteleostomi,ENSGT00390000005702,AA,21,347.23809523809524
Euteleostomi,ENSGT00390000007883,AA,31,2201.483870967742
Euteleostomi,ENSGT00390000007637,AA,41,414.8780487804878
Euteleostomi,ENSGT00390000005147,AA,33,420.1212121212121
Euteleostomi,ENSGT00390000004496,AA,38,323.0263157894737
Euteleostomi,ENSGT00390000002422,AA,37,223.54054054054055
Euteleostomi,ENSGT00390000002236,AA,31,815.4193548387096
Euteleostomi,ENSGT00390000000546,AA,29,840.9655172413793
Euteleostomi,ENSGT00390000006485,AA,45,224.66666666666666
Euteleostomi,ENSGT00390000009222,AA,56,571.5178571428571
Euteleostomi,ENSGT00390000006344,AA,36,296.5
Euteleostomi,ENSGT00390000003299,AA,29,318.7241379310345
Euteleostomi,ENSGT00390000007488,AA,36,232.88888888888889
Euteleostomi,ENSGT00390000007349,AA,35,687.1428571428571
Euteleostomi,ENSGT00390000003901,AA,31,554.8064516129032
Euteleostomi,ENSGT00390000004118,AA,32,245.96875
Euteleostomi,ENSGT00390000000709,AA,34,761.1764705882352
Euteleostomi,ENSGT00390000008117,AA,43,276.5813953488372
Euteleostomi,ENSGT00390000007071,AA,28,776.1428571428571
Euteleostomi,ENSGT00390000004149,AA,39,726.0512820512821
Euteleostomi,ENSGT00390000007696,AA,36,465.75
Euteleostomi,ENSGT00390000005033,AA,37,655.2162162162163
Euteleostomi,ENSGT00390000009628,AA,31,783.741935483871
Euteleostomi,ENSGT00390000007712,AA,31,226.3548387096774
Euteleostomi,ENSGT00390000008060,AA,26,1219.4615384615386
Euteleostomi,ENSGT00390000008438,AA,19,290.1578947368421
Euteleostomi,ENSGT00390000000463,AA,47,1095.404255319149
Euteleostomi,ENSGT00390000002313,AA,34,752.5294117647059
Euteleostomi,ENSGT00390000006486,AA,32,1092.40625
Euteleostomi,ENSGT00390000005498,AA,29,568.6896551724138
Euteleostomi,ENSGT00390000004495,AA,32,669.8125
Euteleostomi,ENSGT00390000005481,AA,37,388.2432432432432
Euteleostomi,ENSGT00390000005554,AA,26,959.0384615384615
Euteleostomi,ENSGT00390000003464,AA,38,272.07894736842104
Euteleostomi,ENSGT00390000001500,AA,42,195.83333333333334
Euteleostomi,ENSGT00390000007547,AA,37,185.6216216216216
Euteleostomi,ENSGT00390000003283,AA,27,257.81481481481484
Euteleostomi,ENSGT00390000001263,AA,41,373.7073170731707
Euteleostomi,ENSGT00390000008264,AA,47,232.51063829787233
Euteleostomi,ENSGT00390000002833,AA,37,1811.4054054054054
Euteleostomi,ENSGT00390000006867,AA,33,278.3636363636364
Euteleostomi,ENSGT00390000000636,AA,37,620.1351351351351
Euteleostomi,ENSGT00390000009631,AA,30,1381.8333333333333
Euteleostomi,ENSGT00390000003628,AA,42,416.0952380952381
Euteleostomi,ENSGT00390000004874,AA,58,512.551724137931
Euteleostomi,ENSGT00390000006620,AA,18,317.22222222222223
Euteleostomi,ENSGT00390000002031,AA,28,902.25
Euteleostomi,ENSGT00390000007899,AA,25,307.12
Euteleostomi,ENSGT00390000006474,AA,21,828.5238095238095
Euteleostomi,ENSGT00390000006260,AA,22,2782.0454545454545
Euteleostomi,ENSGT00390000002234,AA,19,411.6842105263158
Euteleostomi,ENSGT00390000000491,AA,34,1208.5294117647059
Euteleostomi,ENSGT00390000006425,AA,37,431.5135135135135
Euteleostomi,ENSGT00390000004541,AA,40,365.725
Euteleostomi,ENSGT00390000007697,AA,35,318.3142857142857
Euteleostomi,ENSGT00390000007823,AA,35,190.17142857142858
Euteleostomi,ENSGT00390000005063,AA,20,552.25
Euteleostomi,ENSGT00390000007635,AA,24,717.7083333333334
Euteleostomi,ENSGT00390000003024,AA,24,771
Euteleostomi,ENSGT00390000008092,AA,39,505.4102564102564
Euteleostomi,ENSGT00390000005861,AA,26,722.1538461538462
Euteleostomi,ENSGT00390000005114,AA,27,937.925925925926
Euteleostomi,ENSGT00390000008702,AA,35,558.5428571428571
Euteleostomi,ENSGT00390000005830,AA,28,271.35714285714283
Euteleostomi,ENSGT00390000005700,AA,43,158.11627906976744
Euteleostomi,ENSGT00390000006670,AA,30,509.23333333333335
Euteleostomi,ENSGT00390000002061,AA,31,432.80645161290323
Euteleostomi,ENSGT00390000005089,AA,38,656.5526315789474
Euteleostomi,ENSGT00390000002675,AA,38,256.5
Euteleostomi,ENSGT00390000001159,AA,37,233.64864864864865
Euteleostomi,ENSGT00390000003919,AA,44,237.1590909090909
Euteleostomi,ENSGT00390000002030,AA,30,1124.9666666666667
Euteleostomi,ENSGT00390000007069,AA,37,417.6756756756757
Euteleostomi,ENSGT00390000003948,AA,38,297.42105263157896
Euteleostomi,ENSGT00390000004886,AA,38,329.44736842105266
Euteleostomi,ENSGT00390000004077,AA,40,502.9
Euteleostomi,ENSGT00390000004902,AA,38,409.7894736842105
Euteleostomi,ENSGT00390000009630,AA,38,593.578947368421
Euteleostomi,ENSGT00390000004026,AA,23,192.7391304347826
Euteleostomi,ENSGT00390000007352,AA,31,351.0967741935484
Euteleostomi,ENSGT00390000003282,AA,39,289.84615384615387
Euteleostomi,ENSGT00390000003512,AA,44,229.8409090909091
Euteleostomi,ENSGT00390000001485,AA,30,959.6
Euteleostomi,ENSGT00390000008557,AA,33,198.3939393939394
Euteleostomi,ENSGT00390000008296,AA,32,790.40625
Euteleostomi,ENSGT00390000001146,AA,33,781.1818181818181
Euteleostomi,ENSGT00390000007027,AA,24,522.75
Euteleostomi,ENSGT00390000008865,AA,32,596.15625
Euteleostomi,ENSGT00390000001752,AA,35,643.1714285714286
Euteleostomi,ENSGT00390000007662,AA,37,355.6756756756757
Euteleostomi,ENSGT00390000006718,AA,48,304.75
Euteleostomi,ENSGT00390000002109,AA,37,280.2432432432432
Euteleostomi,ENSGT00390000007874,AA,30,692.5333333333333
Euteleostomi,ENSGT00390000005065,AA,26,289.11538461538464
Euteleostomi,ENSGT00390000006879,AA,15,383.46666666666664
Euteleostomi,ENSGT00390000006088,AA,37,576.3513513513514
Euteleostomi,ENSGT00390000000464,AA,29,369.58620689655174
Euteleostomi,ENSGT00390000009300,AA,34,1285.5294117647059
Euteleostomi,ENSGT00390000002232,AA,41,461.2926829268293
Euteleostomi,ENSGT00390000005553,AA,28,343.32142857142856
Euteleostomi,ENSGT00390000005486,AA,38,303.07894736842104
Euteleostomi,ENSGT00390000008314,AA,37,243.94594594594594
Euteleostomi,ENSGT00390000007540,AA,33,204.93939393939394
Euteleostomi,ENSGT00390000008232,AA,29,582.0689655172414
Euteleostomi,ENSGT00390000007354,AA,26,2536.923076923077
Euteleostomi,ENSGT00390000005261,AA,36,304.72222222222223
Euteleostomi,ENSGT00390000007688,AA,48,589.2083333333334
Euteleostomi,ENSGT00390000000885,AA,29,156.6551724137931
Euteleostomi,ENSGT00390000002110,AA,42,201.54761904761904
Euteleostomi,ENSGT00390000003758,AA,29,479.1034482758621
Euteleostomi,ENSGT00390000004904,AA,48,333.2708333333333
Euteleostomi,ENSGT00390000002865,AA,34,403.61764705882354
Euteleostomi,ENSGT00390000008158,AA,17,391.6470588235294
Euteleostomi,ENSGT00390000004106,AA,25,716.4
Euteleostomi,ENSGT00390000000087,AA,31,214.19354838709677
Euteleostomi,ENSGT00390000009741,AA,31,1055.4516129032259
Euteleostomi,ENSGT00390000008549,AA,23,317.82608695652175
Euteleostomi,ENSGT00390000000306,AA,32,229.46875
Euteleostomi,ENSGT00390000004352,AA,39,285.38461538461536
Euteleostomi,ENSGT00390000009491,AA,26,1861.3461538461538
Euteleostomi,ENSGT00390000000543,AA,21,203.57142857142858
Euteleostomi,ENSGT00390000004493,AA,35,269
Euteleostomi,ENSGT00390000004546,AA,28,702
Euteleostomi,ENSGT00390000003349,AA,40,341.525
Euteleostomi,ENSGT00390000002485,AA,27,314.6296296296296
Euteleostomi,ENSGT00390000000220,AA,32,190.15625
Euteleostomi,ENSGT00390000005911,AA,37,720.2702702702703
Euteleostomi,ENSGT00390000005895,AA,27,312.81481481481484
Euteleostomi,ENSGT00390000007632,AA,31,359.19354838709677
Euteleostomi,ENSGT00390000005097,AA,35,1166.6285714285714
Euteleostomi,ENSGT00390000002672,AA,23,1022
Euteleostomi,ENSGT00390000000747,AA,40,477.6
Euteleostomi,ENSGT00390000004872,AA,33,179.27272727272728
Euteleostomi,ENSGT00390000002913,AA,35,480.4
Euteleostomi,ENSGT00390000004697,AA,22,450.54545454545456
Euteleostomi,ENSGT00390000004881,AA,34,831.5882352941177
Euteleostomi,ENSGT00390000003759,AA,35,361.14285714285717
Euteleostomi,ENSGT00390000005669,AA,29,445.62068965517244
Euteleostomi,ENSGT00390000007119,AA,30,387.8333333333333
Euteleostomi,ENSGT00390000006861,AA,34,906.2647058823529
Euteleostomi,ENSGT00390000004428,AA,41,206.1951219512195
Euteleostomi,ENSGT00390000002288,AA,35,422.8285714285714
Euteleostomi,ENSGT00390000001482,AA,32,659.75
Euteleostomi,ENSGT00390000001557,AA,31,457.741935483871
Euteleostomi,ENSGT00390000001296,AA,37,155.54054054054055
Euteleostomi,ENSGT00390000009488,AA,30,383.43333333333334
Euteleostomi,ENSGT00390000009349,AA,32,160.71875
Euteleostomi,ENSGT00390000002757,AA,36,405.69444444444446
Euteleostomi,ENSGT00390000002096,AA,34,1703.9705882352941
Euteleostomi,ENSGT00390000006862,AA,37,359.7837837837838
Euteleostomi,ENSGT00390000002143,AA,60,821.9166666666666
Euteleostomi,ENSGT00390000002112,AA,39,789.2307692307693
Euteleostomi,ENSGT00390000006625,AA,34,347.3529411764706
Euteleostomi,ENSGT00390000002034,AA,21,256.3333333333333
Euteleostomi,ENSGT00390000000715,AA,42,275.23809523809524
Euteleostomi,ENSGT00390000004348,AA,39,288.05128205128204
Euteleostomi,ENSGT00390000006469,AA,35,208.11428571428573
Euteleostomi,ENSGT00390000005232,AA,32,594.0625
Euteleostomi,ENSGT00390000006297,AA,21,692
Euteleostomi,ENSGT00390000002292,AA,41,583.0487804878048
Euteleostomi,ENSGT00390000002316,AA,28,1089.357142857143
Euteleostomi,ENSGT00390000009492,AA,42,281.6904761904762
Euteleostomi,ENSGT00390000009302,AA,26,183.57692307692307
Euteleostomi,ENSGT00390000007885,AA,32,1480
Euteleostomi,ENSGT00390000007074,AA,34,922.9117647058823
Euteleostomi,ENSGT00390000005094,AA,26,842.6538461538462
Euteleostomi,ENSGT00390000003020,AA,22,167.63636363636363
Euteleostomi,ENSGT00390000000118,AA,33,423.27272727272725
Euteleostomi,ENSGT00390000001062,AA,38,505.10526315789474
Euteleostomi,ENSGT00390000001627,AA,42,174.5952380952381
Euteleostomi,ENSGT00390000007746,AA,37,210.86486486486487
Euteleostomi,ENSGT00390000007512,AA,40,262.025
Euteleostomi,ENSGT00390000003303,AA,38,675.6578947368421
Euteleostomi,ENSGT00390000001504,AA,34,770.7941176470588
Euteleostomi,ENSGT00390000005550,AA,43,353.6046511627907
Euteleostomi,ENSGT00390000008346,AA,37,547.4594594594595
Euteleostomi,ENSGT00390000007919,AA,34,123.76470588235294
Euteleostomi,ENSGT00390000005159,AA,40,405.575
Euteleostomi,ENSGT00390000006753,AA,30,296.6666666666667
Euteleostomi,ENSGT00390000002142,AA,35,371.77142857142854
Euteleostomi,ENSGT00390000008908,AA,25,1007.16
Euteleostomi,ENSGT00390000002837,AA,39,244.4102564102564
Euteleostomi,ENSGT00390000001063,AA,19,474.57894736842104
Euteleostomi,ENSGT00390000005037,AA,34,559.5
Euteleostomi,ENSGT00390000001626,AA,57,258.70175438596493
Euteleostomi,ENSGT00390000008621,AA,16,504
Euteleostomi,ENSGT00390000007747,AA,38,236.8421052631579
Euteleostomi,ENSGT00390000007153,AA,47,281.27659574468083
Euteleostomi,ENSGT00390000005623,AA,27,354.81481481481484
Euteleostomi,ENSGT00390000007075,AA,35,605.9142857142857
Euteleostomi,ENSGT00390000003070,AA,36,792.4444444444445
Euteleostomi,ENSGT00390000008837,AA,32,407.5
Euteleostomi,ENSGT00390000001830,AA,37,354.4864864864865
Euteleostomi,ENSGT00390000004708,AA,27,721.1111111111111
Euteleostomi,ENSGT00390000005754,AA,19,400.10526315789474
Euteleostomi,ENSGT00390000008142,AA,41,764.170731707317
Euteleostomi,ENSGT00390000006078,AA,39,435.64102564102564
Euteleostomi,ENSGT00390000008756,AA,24,197
Euteleostomi,ENSGT00390000007630,AA,25,765.92
Euteleostomi,ENSGT00390000002231,AA,38,442.39473684210526
Euteleostomi,ENSGT00390000006420,AA,33,162.1818181818182
Euteleostomi,ENSGT00390000009546,AA,46,477.8695652173913
Euteleostomi,ENSGT00390000006265,AA,29,582.4827586206897
Euteleostomi,ENSGT00390000007239,AA,38,1273.1842105263158
Euteleostomi,ENSGT00390000000510,AA,28,217.07142857142858
Euteleostomi,ENSGT00390000006482,AA,30,190.93333333333334
Euteleostomi,ENSGT00390000009225,AA,37,446.7567567567568
Euteleostomi,ENSGT00390000008279,AA,62,332.2903225806452
Euteleostomi,ENSGT00390000002664,AA,27,538.1481481481482
Euteleostomi,ENSGT00390000002881,AA,34,324.70588235294116
Euteleostomi,ENSGT00390000005869,AA,36,325.5833333333333
Euteleostomi,ENSGT00390000002905,AA,30,155.66666666666666
Euteleostomi,ENSGT00390000009142,AA,27,451.44444444444446
Euteleostomi,ENSGT00390000005708,AA,33,409.06060606060606
Euteleostomi,ENSGT00390000002635,AA,38,637.8947368421053
Euteleostomi,ENSGT00390000004140,AA,8,627.375
Euteleostomi,ENSGT00390000006826,AA,24,632.7083333333334
Euteleostomi,ENSGT00390000009670,AA,29,282.0344827586207
Euteleostomi,ENSGT00390000004897,AA,39,269.38461538461536
Euteleostomi,ENSGT00390000002713,AA,34,651.9411764705883
Euteleostomi,ENSGT00390000006747,AA,33,1239.060606060606
Euteleostomi,ENSGT00390000000916,AA,33,847.7575757575758
Euteleostomi,ENSGT00390000004913,AA,29,850.6896551724138
Euteleostomi,ENSGT00390000006086,AA,38,495.6578947368421
Euteleostomi,ENSGT00390000003293,AA,22,801.5909090909091
Euteleostomi,ENSGT00390000005227,AA,14,328.42857142857144
Euteleostomi,ENSGT00390000005544,AA,34,330.7647058823529
Euteleostomi,ENSGT00390000000358,AA,45,356.22222222222223
Euteleostomi,ENSGT00390000002428,AA,46,712.4565217391304
Euteleostomi,ENSGT00390000005488,AA,34,471.79411764705884
Euteleostomi,ENSGT00390000006465,AA,38,345.57894736842104
Euteleostomi,ENSGT00390000004550,AA,18,848.7777777777778
Euteleostomi,ENSGT00390000001509,AA,36,432.77777777777777
Euteleostomi,ENSGT00390000000236,AA,45,408.44444444444446
Euteleostomi,ENSGT00390000005023,AA,27,274.6666666666667
Euteleostomi,ENSGT00390000008021,AA,27,392.2962962962963
Euteleostomi,ENSGT00390000008881,AA,30,522.5333333333333
Euteleostomi,ENSGT00390000007832,AA,34,137.6764705882353
Euteleostomi,ENSGT00390000005666,AA,27,794.4814814814815
Euteleostomi,ENSGT00390000003837,AA,33,450.3030303030303
Euteleostomi,ENSGT00390000005870,AA,29,483.62068965517244
Euteleostomi,ENSGT00390000002069,AA,26,514.1923076923077
Euteleostomi,ENSGT00390000005711,AA,39,473.2307692307692
Euteleostomi,ENSGT00390000000878,AA,35,212.0857142857143
Euteleostomi,ENSGT00390000002038,AA,46,251.1304347826087
Euteleostomi,ENSGT00390000005351,AA,32,424.65625
Euteleostomi,ENSGT00390000007235,AA,27,238
Euteleostomi,ENSGT00390000005300,AA,35,576.2571428571429
Euteleostomi,ENSGT00390000009278,AA,50,251.46
Euteleostomi,ENSGT00390000001437,AA,35,291.6
Euteleostomi,ENSGT00390000003292,AA,35,356.0571428571429
Euteleostomi,ENSGT00390000003502,AA,19,1080.5263157894738
Euteleostomi,ENSGT00390000001466,AA,37,1026.7567567567567
Euteleostomi,ENSGT00390000006103,AA,32,455.84375
Euteleostomi,ENSGT00390000000917,AA,34,359.20588235294116
Euteleostomi,ENSGT00390000004036,AA,40,305
Euteleostomi,ENSGT00390000006631,AA,29,454.37931034482756
Euteleostomi,ENSGT00390000007888,AA,50,194.42
Euteleostomi,ENSGT00390000004141,AA,21,238.42857142857142
Euteleostomi,ENSGT00390000003668,AA,27,354.48148148148147
Euteleostomi,ENSGT00390000008873,AA,41,457.9512195121951
Euteleostomi,ENSGT00390000003910,AA,16,185.375
Euteleostomi,ENSGT00390000001101,AA,36,412.80555555555554
Euteleostomi,ENSGT00390000003836,AA,25,319
Euteleostomi,ENSGT00390000000472,AA,7,639.4285714285714
Euteleostomi,ENSGT00390000008429,AA,45,890.3555555555556
Euteleostomi,ENSGT00390000006356,AA,37,483.27027027027026
Euteleostomi,ENSGT00390000009230,AA,19,713.8421052631579
Euteleostomi,ENSGT00390000006283,AA,56,183.73214285714286
Euteleostomi,ENSGT00390000001559,AA,21,272.85714285714283
Euteleostomi,ENSGT00390000007438,AA,42,145.97619047619048
Euteleostomi,ENSGT00390000000311,AA,16,1298.875
Euteleostomi,ENSGT00390000002461,AA,37,988.1351351351351
Euteleostomi,ENSGT00390000002869,AA,42,247.35714285714286
Euteleostomi,ENSGT00390000008072,AA,28,398.14285714285717
Euteleostomi,ENSGT00390000007830,AA,25,186.72
Euteleostomi,ENSGT00390000001951,AA,39,510.1794871794872
Euteleostomi,ENSGT00390000003140,AA,52,1255.4807692307693
Euteleostomi,ENSGT00390000008711,AA,38,197.47368421052633
Euteleostomi,ENSGT00390000005742,AA,30,1745.6
Euteleostomi,ENSGT00390000000420,AA,34,1191.7941176470588
Euteleostomi,ENSGT00390000006494,AA,56,222.91071428571428
Euteleostomi,ENSGT00390000009262,AA,15,482.53333333333336
Euteleostomi,ENSGT00390000003288,AA,46,191.8913043478261
Euteleostomi,ENSGT00390000007310,AA,26,1286.0384615384614
Euteleostomi,ENSGT00390000002349,AA,34,544.2647058823529
Euteleostomi,ENSGT00390000007341,AA,35,444.85714285714283
Euteleostomi,ENSGT00390000003344,AA,44,299.72727272727275
Euteleostomi,ENSGT00390000003427,AA,34,404.47058823529414
Euteleostomi,ENSGT00390000004097,AA,37,629.7027027027027
Euteleostomi,ENSGT00390000002637,AA,33,735.7575757575758
Euteleostomi,ENSGT00390000006663,AA,10,350.7
Euteleostomi,ENSGT00390000004113,AA,41,753.5121951219512
Euteleostomi,ENSGT00390000002740,AA,57,620.6140350877193
Euteleostomi,ENSGT00390000002821,AA,24,407.7916666666667
Euteleostomi,ENSGT00390000002105,AA,30,202.86666666666667
Euteleostomi,ENSGT00390000009426,AA,35,157.31428571428572
Euteleostomi,ENSGT00390000006540,AA,33,644.6060606060606
Euteleostomi,ENSGT00390000009232,AA,32,346.9375
Euteleostomi,ENSGT00390000009477,AA,40,471.025
Euteleostomi,ENSGT00390000006305,AA,38,174.1315789473684
Euteleostomi,ENSGT00390000009484,AA,26,291.96153846153845
Euteleostomi,ENSGT00390000002226,AA,35,547.7428571428571
Euteleostomi,ENSGT00390000005712,AA,37,604.6756756756756
Euteleostomi,ENSGT00390000003912,AA,26,314.53846153846155
Euteleostomi,ENSGT00390000009109,AA,25,902.2
Euteleostomi,ENSGT00390000005743,AA,34,320.05882352941177
Euteleostomi,ENSGT00390000005082,AA,38,152.02631578947367
Euteleostomi,ENSGT00390000007627,AA,22,690.0909090909091
Euteleostomi,ENSGT00390000007831,AA,33,165.45454545454547
Euteleostomi,ENSGT00390000007701,AA,30,695.9333333333333
Euteleostomi,ENSGT00390000001660,AA,48,712.4375
Euteleostomi,ENSGT00390000002868,AA,35,201.8
Euteleostomi,ENSGT00390000005665,AA,27,349.6666666666667
Euteleostomi,ENSGT00390000004668,AA,19,781.8421052631579
Euteleostomi,ENSGT00390000000915,AA,26,246.3846153846154
Euteleostomi,ENSGT00390000002155,AA,49,240.79591836734693
Euteleostomi,ENSGT00390000006874,AA,40,525.125
Euteleostomi,ENSGT00390000006744,AA,22,194.5
Euteleostomi,ENSGT00390000009036,AA,37,373
Euteleostomi,ENSGT00390000000060,AA,31,475.61290322580646
Euteleostomi,ENSGT00390000000687,AA,36,181.86111111111111
Euteleostomi,ENSGT00390000006633,AA,53,194.9245283018868
Euteleostomi,ENSGT00390000000862,AA,30,412.7
Euteleostomi,ENSGT00390000004096,AA,32,673.65625
Euteleostomi,ENSGT00390000004836,AA,35,781.9714285714285
Euteleostomi,ENSGT00390000003477,AA,34,376.88235294117646
Euteleostomi,ENSGT00390000007237,AA,48,234.8125
Euteleostomi,ENSGT00390000005492,AA,28,876.6428571428571
Euteleostomi,ENSGT00390000007311,AA,41,566.6341463414634
Euteleostomi,ENSGT00390000008432,AA,31,240.96774193548387
Euteleostomi,ENSGT00390000003290,AA,34,786.4411764705883
Euteleostomi,ENSGT00390000009029,AA,30,601.5333333333333
Euteleostomi,ENSGT00390000001907,AA,23,217.6086956521739
Euteleostomi,ENSGT00390000005100,AA,25,1598.84
Euteleostomi,ENSGT00390000001695,AA,32,652.03125
Euteleostomi,ENSGT00390000004719,AA,37,544.2972972972973
Euteleostomi,ENSGT00390000001488,AA,33,636.060606060606
Euteleostomi,ENSGT00390000006493,AA,36,217.55555555555554
Euteleostomi,ENSGT00390000006546,AA,33,244.75757575757575
Euteleostomi,ENSGT00390000000427,AA,35,240.11428571428573
Euteleostomi,ENSGT00390000006303,AA,39,826.8461538461538
Euteleostomi,ENSGT00390000007346,AA,34,363.52941176470586
Euteleostomi,ENSGT00390000008220,AA,24,170.45833333333334
Euteleostomi,ENSGT00390000007293,AA,26,328.34615384615387
Euteleostomi,ENSGT00390000005436,AA,29,516.3448275862069
Euteleostomi,ENSGT00390000005222,AA,23,1864.391304347826
Euteleostomi,ENSGT00390000007552,AA,35,441.57142857142856
Euteleostomi,ENSGT00390000000549,AA,22,765.1818181818181
Euteleostomi,ENSGT00390000000288,AA,38,544.9473684210526
Euteleostomi,ENSGT00390000001301,AA,35,932.7142857142857
Euteleostomi,ENSGT00390000001491,AA,32,608.25
Euteleostomi,ENSGT00390000001285,AA,41,537.9024390243902
Euteleostomi,ENSGT00390000002024,AA,38,213.07894736842104
Euteleostomi,ENSGT00390000007959,AA,17,190.41176470588235
Euteleostomi,ENSGT00390000004145,AA,42,258.9761904761905
Euteleostomi,ENSGT00390000000705,AA,28,525.9285714285714
Euteleostomi,ENSGT00390000004114,AA,34,917.4117647058823
Euteleostomi,ENSGT00390000005689,AA,31,381.3225806451613
Euteleostomi,ENSGT00390000008678,AA,22,541.9090909090909
Euteleostomi,ENSGT00390000002716,AA,24,189.5
Euteleostomi,ENSGT00390000006492,AA,22,905.7727272727273
Euteleostomi,ENSGT00390000005508,AA,39,617.1794871794872
Euteleostomi,ENSGT00390000009313,AA,51,198.4313725490196
Euteleostomi,ENSGT00390000004311,AA,54,1161.462962962963
Euteleostomi,ENSGT00390000005715,AA,27,217.7037037037037
Euteleostomi,ENSGT00390000005874,AA,31,1492.4516129032259
Euteleostomi,ENSGT00390000005744,AA,28,612.4285714285714
Euteleostomi,ENSGT00390000001667,AA,28,879
Euteleostomi,ENSGT00390000005903,AA,37,390.27027027027026
Euteleostomi,ENSGT00390000008679,AA,36,1047.5555555555557
Euteleostomi,ENSGT00390000002693,AA,33,680.4848484848485
Euteleostomi,ENSGT00390000004860,AA,29,1150.7931034482758
Euteleostomi,ENSGT00390000006634,AA,13,247.84615384615384
Euteleostomi,ENSGT00390000001709,AA,35,408.7142857142857
Euteleostomi,ENSGT00390000001758,AA,28,1078.2142857142858
Euteleostomi,ENSGT00390000007639,AA,24,412.9583333333333
Euteleostomi,ENSGT00390000008356,AA,40,1039.15
Euteleostomi,ENSGT00390000006478,AA,31,444.48387096774195
Euteleostomi,ENSGT00390000001545,AA,22,551.5
Euteleostomi,ENSGT00390000001277,AA,19,795.9473684210526
Euteleostomi,ENSGT00390000007486,AA,36,220.05555555555554
Euteleostomi,ENSGT00390000007347,AA,27,231.62962962962962
Euteleostomi,ENSGT00390000008221,AA,29,523.5862068965517
Euteleostomi,ENSGT00390000004832,AA,24,573.625
Euteleostomi,ENSGT00390000002886,AA,58,258.5
Euteleostomi,ENSGT00390000002077,AA,26,1240.3461538461538
Euteleostomi,ENSGT00390000006883,AA,27,968.4074074074074
Euteleostomi,ENSGT00390000000756,AA,40,162.075
Euteleostomi,ENSGT00390000006821,AA,20,223.15
Euteleostomi,ENSGT00390000001038,AA,18,1411.9444444444443
Euteleostomi,ENSGT00390000007159,AA,35,776.9714285714285
Euteleostomi,ENSGT00390000003878,AA,26,506.5
Euteleostomi,ENSGT00390000003748,AA,25,230.48
Euteleostomi,ENSGT00390000003480,AA,38,265.5263157894737
Euteleostomi,ENSGT00390000002509,AA,20,310.4
Euteleostomi,ENSGT00390000005434,AA,56,301.82142857142856
Euteleostomi,ENSGT00390000007501,AA,29,200.3793103448276
Euteleostomi,ENSGT00390000006349,AA,36,259.30555555555554
Euteleostomi,ENSGT00390000001546,AA,28,796.25
Euteleostomi,ENSGT00390000009358,AA,24,533.9583333333334
Euteleostomi,ENSGT00390000005306,AA,43,457.48837209302326
Euteleostomi,ENSGT00390000001517,AA,40,281.9
Euteleostomi,ENSGT00390000009310,AA,36,373.72222222222223
Euteleostomi,ENSGT00390000004343,AA,24,584.25
Euteleostomi,ENSGT00390000002222,AA,37,370.7567567567568
Euteleostomi,ENSGT00390000006544,AA,22,919.4090909090909
Euteleostomi,ENSGT00390000004420,AA,31,635.7741935483871
Euteleostomi,ENSGT00390000006285,AA,30,990.2666666666667
Euteleostomi,ENSGT00390000001905,AA,41,255.21951219512195
Euteleostomi,ENSGT00390000008902,AA,50,116.46
Euteleostomi,ENSGT00390000005900,AA,35,712.4
Euteleostomi,ENSGT00390000003751,AA,47,311.3829787234043
Euteleostomi,ENSGT00390000005075,AA,26,678.3846153846154
Euteleostomi,ENSGT00390000006098,AA,26,1699.4615384615386
Euteleostomi,ENSGT00390000001083,AA,41,286.3170731707317
Euteleostomi,ENSGT00390000001742,AA,31,367.741935483871
Euteleostomi,ENSGT00390000007623,AA,48,212.33333333333334
Euteleostomi,ENSGT00390000003947,AA,28,470.75
Euteleostomi,ENSGT00390000003677,AA,40,144.375
Euteleostomi,ENSGT00390000008540,AA,34,795.0882352941177
Euteleostomi,ENSGT00390000008281,AA,35,258.0285714285714
Euteleostomi,ENSGT00390000005497,AA,26,609.8461538461538
Euteleostomi,ENSGT00390000003295,AA,30,939.9666666666667
Euteleostomi,ENSGT00390000004674,AA,47,754.5106382978723
Euteleostomi,ENSGT00390000003749,AA,38,548.6315789473684
Euteleostomi,ENSGT00390000007158,AA,42,468.4761904761905
Euteleostomi,ENSGT00390000006080,AA,32,811.75
Euteleostomi,ENSGT00390000003828,AA,38,263.2894736842105
Euteleostomi,ENSGT00390000009627,AA,45,258.31111111111113
Euteleostomi,ENSGT00390000000096,AA,31,3025.064516129032
Euteleostomi,ENSGT00390000005717,AA,54,217.94444444444446
Euteleostomi,ENSGT00390000004888,AA,28,226.89285714285714
Euteleostomi,ENSGT00390000000668,AA,25,206.4
Euteleostomi,ENSGT00390000002149,AA,59,744.2203389830509
Euteleostomi,ENSGT00390000000909,AA,41,373.5365853658537
Euteleostomi,ENSGT00390000004313,AA,28,182.25
Euteleostomi,ENSGT00390000009554,AA,30,1316.0666666666666
Euteleostomi,ENSGT00390000009481,AA,39,223.46153846153845
Euteleostomi,ENSGT00390000002223,AA,34,405.4117647058824
