dataset,name,datatype,nseq,mean_nsites
Euteleostomi,ENSGT00390000003210,AA,33,1068.3333333333333
Euteleostomi,ENSGT00390000003367,AA,31,358.06451612903226
Euteleostomi,ENSGT00390000009258,AA,7,1511.4285714285713
Euteleostomi,ENSGT00390000005412,AA,29,823.6551724137931
Euteleostomi,ENSGT00390000001446,AA,23,1220.3478260869565
Euteleostomi,ENSGT00390000005003,AA,39,184.46153846153845
Euteleostomi,ENSGT00390000005646,AA,36,551.8888888888889
Euteleostomi,ENSGT00390000006658,AA,31,498.5806451612903
Euteleostomi,ENSGT00390000003044,AA,27,564
Euteleostomi,ENSGT00390000004179,AA,43,204.3953488372093
Euteleostomi,ENSGT00390000005125,AA,34,190.7058823529412
Euteleostomi,ENSGT00390000005801,AA,42,398.6666666666667
Euteleostomi,ENSGT00390000005338,AA,33,381.45454545454544
Euteleostomi,ENSGT00390000008408,AA,31,441.2903225806452
Euteleostomi,ENSGT00390000000453,AA,32,1205.21875
Euteleostomi,ENSGT00390000008459,AA,20,926.15
Euteleostomi,ENSGT00390000003337,AA,28,1237.4285714285713
Euteleostomi,ENSGT00390000005256,AA,20,520.55
Euteleostomi,ENSGT00390000007526,AA,40,279.45
Euteleostomi,ENSGT00390000001561,AA,35,664.8571428571429
Euteleostomi,ENSGT00390000008566,AA,40,321.425
Euteleostomi,ENSGT00390000007214,AA,48,569.875
Euteleostomi,ENSGT00390000003405,AA,36,306.77777777777777
Euteleostomi,ENSGT00390000005535,AA,35,202.02857142857144
Euteleostomi,ENSGT00390000003581,AA,29,542.5172413793103
Euteleostomi,ENSGT00390000006641,AA,33,2055.212121212121
Euteleostomi,ENSGT00390000003618,AA,20,651.2
Euteleostomi,ENSGT00390000007799,AA,34,333.0882352941176
Euteleostomi,ENSGT00390000003188,AA,37,549.972972972973
Euteleostomi,ENSGT00390000002615,AA,18,129.66666666666666
Euteleostomi,ENSGT00390000005728,AA,11,330.8181818181818
Euteleostomi,ENSGT00390000007058,AA,38,223.60526315789474
Euteleostomi,ENSGT00390000006806,AA,30,457.8
Euteleostomi,ENSGT00390000006173,AA,33,201
Euteleostomi,ENSGT00390000004933,AA,51,192.2941176470588
Euteleostomi,ENSGT00390000007246,AA,37,392.3783783783784
Euteleostomi,ENSGT00390000005536,AA,36,466.80555555555554
Euteleostomi,ENSGT00390000008565,AA,61,605.7704918032787
Euteleostomi,ENSGT00390000002368,AA,37,448.7567567567568
Euteleostomi,ENSGT00390000008206,AA,32,238.25
Euteleostomi,ENSGT00390000005410,AA,29,488.13793103448273
Euteleostomi,ENSGT00390000004599,AA,37,384.64864864864865
Euteleostomi,ENSGT00390000003365,AA,32,426.5625
Euteleostomi,ENSGT00390000004600,AA,58,1524.2758620689656
Euteleostomi,ENSGT00390000004930,AA,27,417.9259259259259
Euteleostomi,ENSGT00390000004190,AA,38,415.8157894736842
Euteleostomi,ENSGT00390000003047,AA,31,569.9032258064516
Euteleostomi,ENSGT00390000001737,AA,33,256.90909090909093
Euteleostomi,ENSGT00390000009178,AA,33,454.57575757575756
Euteleostomi,ENSGT00390000008984,AA,37,701.5675675675676
Euteleostomi,ENSGT00390000003602,AA,25,3378.6
Euteleostomi,ENSGT00390000007135,AA,33,810.5757575757576
Euteleostomi,ENSGT00390000008647,AA,32,469.59375
Euteleostomi,ENSGT00390000008002,AA,58,334.5689655172414
Euteleostomi,ENSGT00390000003161,AA,11,1063.090909090909
Euteleostomi,ENSGT00390000008926,AA,33,205.66666666666666
Euteleostomi,ENSGT00390000009212,AA,39,161.4102564102564
Euteleostomi,ENSGT00390000001588,AA,38,434.86842105263156
Euteleostomi,ENSGT00390000004394,AA,35,903.7714285714286
Euteleostomi,ENSGT00390000009571,AA,11,255.0909090909091
Euteleostomi,ENSGT00390000002596,AA,46,262.10869565217394
Euteleostomi,ENSGT00390000002443,AA,19,320.05263157894734
Euteleostomi,ENSGT00390000006252,AA,14,853
Euteleostomi,ENSGT00390000000167,AA,30,331.6666666666667
Euteleostomi,ENSGT00390000006643,AA,45,200.51111111111112
Euteleostomi,ENSGT00390000006980,AA,33,357.030303030303
Euteleostomi,ENSGT00390000002174,AA,57,425.63157894736844
Euteleostomi,ENSGT00390000006734,AA,27,885.2222222222222
Euteleostomi,ENSGT00390000004191,AA,38,523.5526315789474
Euteleostomi,ENSGT00390000002731,AA,37,246.6216216216216
Euteleostomi,ENSGT00390000001251,AA,36,161.30555555555554
Euteleostomi,ENSGT00390000007453,AA,46,364.0652173913044
Euteleostomi,ENSGT00390000007586,AA,60,560.25
Euteleostomi,ENSGT00390000005323,AA,36,388.44444444444446
Euteleostomi,ENSGT00390000003213,AA,30,157.23333333333332
Euteleostomi,ENSGT00390000005372,AA,36,189.02777777777777
Euteleostomi,ENSGT00390000004211,AA,28,284.60714285714283
Euteleostomi,ENSGT00390000000451,AA,40,181.4
Euteleostomi,ENSGT00390000004454,AA,34,562.6176470588235
Euteleostomi,ENSGT00390000004581,AA,24,272
Euteleostomi,ENSGT00390000008187,AA,21,1716.5714285714287
Euteleostomi,ENSGT00390000007134,AA,33,874.3939393939394
Euteleostomi,ENSGT00390000004928,AA,39,280.9230769230769
Euteleostomi,ENSGT00390000001055,AA,47,162.10638297872342
Euteleostomi,ENSGT00390000001610,AA,27,575.7777777777778
Euteleostomi,ENSGT00390000003774,AA,53,458.4339622641509
Euteleostomi,ENSGT00390000007606,AA,32,916.03125
Drosophila,EMGT00050000002067,AA,11,432.90909090909093
Drosophila,EMGT00050000007757,AA,11,2970.6363636363635
Drosophila,EMGT00050000001692,AA,12,255.91666666666666
Drosophila,EMGT00050000000490,AA,8,937
Drosophila,EMGT00050000000717,AA,10,1948.4
Drosophila,EMGT00050000001515,AA,11,576.5454545454545
Drosophila,EMGT00050000000270,AA,11,849.8181818181819
Drosophila,EMGT00050000003561,AA,9,327.8888888888889
Drosophila,EMGT00050000000759,AA,14,515.5
Drosophila,EMGT00050000000169,AA,11,1465.2727272727273
Drosophila,EMGT00050000008879,AA,12,701.8333333333334
Drosophila,EMGT00050000000394,AA,12,598.3333333333334
Drosophila,EMGT00050000002687,AA,87,297.55172413793105
Drosophila,EMGT00050000002153,AA,10,618
Drosophila,EMGT00050000001014,AA,8,909.375
Drosophila,EMGT00050000003379,AA,17,409.6470588235294
Drosophila,EMGT00050000002135,AA,12,954.5833333333334
Drosophila,EMGT00050000001624,AA,10,565
Drosophila,EMGT00050000002452,AA,11,618
Drosophila,EMGT00050000001710,AA,9,2239
Drosophila,EMGT00050000002566,AA,47,340.9574468085106
Drosophila,EMGT00050000007101,AA,20,528.7
Drosophila,EMGT00050000002832,AA,10,556.5
Drosophila,EMGT00050000005175,AA,14,534.8571428571429
Drosophila,EMGT00050000002318,AA,11,1345.1818181818182
Drosophila,EMGT00050000007582,AA,11,1074.7272727272727
Drosophila,EMGT00050000003585,AA,10,826.8
Drosophila,EMGT00050000007960,AA,12,1167.8333333333333
Drosophila,EMGT00050000002984,AA,13,498.3076923076923
Drosophila,EMGT00050000000370,AA,10,1498.6
Drosophila,EMGT00050000000659,AA,8,1894
Drosophila,EMGT00050000003935,AA,12,823.75
Drosophila,EMGT00050000008253,AA,135,176.9777777777778
Drosophila,EMGT00050000002230,AA,9,357
Drosophila,EMGT00050000001676,AA,12,473.0833333333333
Drosophila,EMGT00050000008803,AA,16,139
Drosophila,EMGT00050000007029,AA,11,1786.7272727272727
Drosophila,EMGT00050000000689,AA,10,1236.4
Drosophila,EMGT00050000001311,AA,11,1687.4545454545455
Drosophila,EMGT00050000001638,AA,9,570.8888888888889
Drosophila,EMGT00050000003867,AA,17,355.70588235294116
Drosophila,EMGT00050000000745,AA,10,649.1
Drosophila,EMGT00050000002256,AA,13,387.6923076923077
Drosophila,EMGT00050000001547,AA,11,830.8181818181819
Drosophila,EMGT00050000001020,AA,9,755.6666666666666
Drosophila,EMGT00050000007528,AA,12,318.5
Drosophila,EMGT00050000003983,AA,11,1027.6363636363637
Drosophila,EMGT00050000008531,AA,11,853.2727272727273
Drosophila,EMGT00050000006764,AA,11,651.5454545454545
Drosophila,EMGT00050000001339,AA,11,652.6363636363636
Drosophila,EMGT00050000006883,AA,70,529.9857142857143
Drosophila,EMGT00050000009254,AA,11,799.5454545454545
Drosophila,EMGT00050000001597,AA,23,356.39130434782606
Drosophila,EMGT00050000000568,AA,12,398
Drosophila,EMGT00050000003279,AA,12,471.75
Drosophila,EMGT00050000007135,AA,12,460.25
Drosophila,EMGT00050000001473,AA,10,812.5
Drosophila,EMGT00050000002362,AA,10,849.6
Drosophila,EMGT00050000002605,AA,8,1478.5
Drosophila,EMGT00050000009037,AA,12,1294.5
Drosophila,EMGT00050000003449,AA,24,386.625
Drosophila,EMGT00050000001844,AA,11,725.3636363636364
Drosophila,EMGT00050000007628,AA,11,154.1818181818182
Drosophila,EMGT00050000001647,AA,9,1575.7777777777778
Drosophila,EMGT00050000002156,AA,11,190.8181818181818
Drosophila,EMGT00050000000391,AA,9,309.55555555555554
Drosophila,EMGT00050000002118,AA,12,1654.4166666666667
Drosophila,EMGT00050000000058,AA,11,1214.6363636363637
Drosophila,EMGT00050000008452,AA,9,3440.4444444444443
Drosophila,EMGT00050000002062,AA,21,464.9047619047619
Drosophila,EMGT00050000002505,AA,12,309.6666666666667
Drosophila,EMGT00050000000626,AA,11,284.3636363636364
Drosophila,EMGT00050000001970,AA,12,861.9166666666666
Drosophila,EMGT00050000008262,AA,46,186.97826086956522
Drosophila,EMGT00050000007235,AA,82,588.9146341463414
Drosophila,EMGT00050000003179,AA,23,594.1304347826087
Drosophila,EMGT00050000003886,AA,7,563.1428571428571
Drosophila,EMGT00050000001715,AA,10,776.8
Drosophila,EMGT00050000002353,AA,9,1357.6666666666667
Drosophila,EMGT00050000000640,AA,9,1518.7777777777778
Drosophila,EMGT00050000001442,AA,12,1017.4166666666666
Drosophila,EMGT00050000003478,AA,14,309.85714285714283
Drosophila,EMGT00050000001538,AA,11,699.9090909090909
Drosophila,EMGT00050000003818,AA,10,404.8
Drosophila,EMGT00050000001576,AA,10,1871.5
Drosophila,EMGT00050000000589,AA,12,695.4166666666666
Drosophila,EMGT00050000002130,AA,30,268.1
Drosophila,EMGT00050000000423,AA,12,1085.0833333333333
Drosophila,EMGT00050000002419,AA,10,648.9
Drosophila,EMGT00050000001308,AA,10,1038.8
Drosophila,EMGT00050000002383,AA,10,235.8
Drosophila,EMGT00050000001492,AA,10,421.7
Drosophila,EMGT00050000001524,AA,10,934.5
Drosophila,EMGT00050000004697,AA,16,449.375
Drosophila,EMGT00050000003079,AA,10,198.4
Drosophila,EMGT00050000005341,AA,11,339.09090909090907
Drosophila,EMGT00050000007652,AA,8,920.25
Drosophila,EMGT00050000002086,AA,11,447
Drosophila,EMGT00050000004214,AA,8,894.5
Drosophila,EMGT00050000002162,AA,9,1368.5555555555557
Drosophila,EMGT00050000004320,AA,9,804.4444444444445
Drosophila,EMGT00050000003580,AA,11,1216.7272727272727
Drosophila,EMGT00050000004647,AA,9,1912.6666666666667
Drosophila,EMGT00050000003930,AA,10,2578.7
Drosophila,EMGT00050000002301,AA,12,1714.0833333333333
Drosophila,EMGT00050000001410,AA,12,2101.3333333333335
Drosophila,EMGT00050000000375,AA,12,438.4166666666667
Drosophila,EMGT00050000001177,AA,12,683.4166666666666
Drosophila,EMGT00050000003464,AA,27,290
Drosophila,EMGT00050000000523,AA,55,967.4363636363636
Drosophila,EMGT00050000001888,AA,11,615.0909090909091
Drosophila,EMGT00050000001592,AA,9,1110.4444444444443
Drosophila,EMGT00050000003081,AA,8,1559.625
Drosophila,EMGT00050000000877,AA,11,1300.3636363636363
Drosophila,EMGT00050000001111,AA,19,571.3684210526316
Drosophila,EMGT00050000003402,AA,10,1279.2
Drosophila,EMGT00050000002600,AA,11,1270.6363636363637
Drosophila,EMGT00050000002253,AA,9,390.22222222222223
Drosophila,EMGT00050000001542,AA,10,1074
Drosophila,EMGT00050000000269,AA,10,1976.8
Drosophila,EMGT00050000000459,AA,10,3044.1
Drosophila,EMGT00050000003986,AA,11,332.09090909090907
Drosophila,EMGT00050000000170,AA,40,116.8
Drosophila,EMGT00050000002066,AA,10,754.4
Drosophila,EMGT00050000004793,AA,21,267.76190476190476
Drosophila,EMGT00050000001420,AA,8,2068.75
Drosophila,EMGT00050000001693,AA,9,918.1111111111111
Drosophila,EMGT00050000008352,AA,12,668.3333333333334
Drosophila,EMGT00050000000271,AA,11,1234.2727272727273
Drosophila,EMGT00050000001643,AA,8,1706.25
Drosophila,EMGT00050000002686,AA,8,752.375
Drosophila,EMGT00050000000395,AA,47,317.02127659574467
Drosophila,EMGT00050000004968,AA,10,1828.6
Drosophila,EMGT00050000002263,AA,12,616.3333333333334
Drosophila,EMGT00050000001572,AA,10,2094
Drosophila,EMGT00050000001342,AA,25,654.28
Drosophila,EMGT00050000001625,AA,9,290.55555555555554
Drosophila,EMGT00050000003185,AA,11,453.3636363636364
Drosophila,EMGT00050000000694,AA,11,2309.5454545454545
Drosophila,EMGT00050000000847,AA,12,345.9166666666667
Drosophila,EMGT00050000009355,AA,19,420.7894736842105
Drosophila,EMGT00050000001711,AA,11,2252.181818181818
Drosophila,EMGT00050000008683,AA,11,541.9090909090909
Drosophila,EMGT00050000000289,AA,9,2018.4444444444443
Drosophila,EMGT00050000000644,AA,8,1531.375
Drosophila,EMGT00050000003966,AA,11,1991.909090909091
Drosophila,EMGT00050000001392,AA,12,922.75
Drosophila,EMGT00050000002999,AA,12,1175.75
Drosophila,EMGT00050000001912,AA,13,988.1538461538462
Drosophila,EMGT00050000000026,AA,23,318.60869565217394
Drosophila,EMGT00050000000658,AA,12,462.4166666666667
Drosophila,EMGT00050000003107,AA,27,204.55555555555554
Drosophila,EMGT00050000003460,AA,6,286.5
Drosophila,EMGT00050000000371,AA,11,2425.7272727272725
Drosophila,EMGT00050000008328,AA,11,996.9090909090909
Drosophila,EMGT00050000001047,AA,12,609.6666666666666
Drosophila,EMGT00050000002955,AA,42,330.3333333333333
Drosophila,EMGT00050000008282,AA,8,315.875
Drosophila,EMGT00050000001310,AA,10,2518.2
Drosophila,EMGT00050000007028,AA,12,717.5
Drosophila,EMGT00050000001021,AA,12,989.6666666666666
Drosophila,EMGT00050000007999,AA,11,513.4545454545455
Drosophila,EMGT00050000001546,AA,9,1391.4444444444443
Drosophila,EMGT00050000000744,AA,12,780.6666666666666
Drosophila,EMGT00050000007630,AA,44,384.02272727272725
Drosophila,EMGT00050000000090,AA,11,2037.5454545454545
Drosophila,EMGT00050000001508,AA,12,818
Drosophila,EMGT00050000000389,AA,8,1227.625
Drosophila,EMGT00050000001611,AA,11,1057.8181818181818
Drosophila,EMGT00050000000909,AA,9,1555.4444444444443
Drosophila,EMGT00050000001376,AA,19,795.7368421052631
Drosophila,EMGT00050000003982,AA,11,984.5454545454545
Drosophila,EMGT00050000001725,AA,9,2670.8888888888887
Drosophila,EMGT00050000000040,AA,22,444.95454545454544
Drosophila,EMGT00050000007134,AA,12,478.5
Drosophila,EMGT00050000000873,AA,20,668.6
Drosophila,EMGT00050000001472,AA,9,1503.111111111111
Drosophila,EMGT00050000000089,AA,19,321.7368421052632
Drosophila,EMGT00050000003565,AA,12,1639.5833333333333
Drosophila,EMGT00050000000274,AA,9,2230.6666666666665
Drosophila,EMGT00050000009432,AA,11,405.90909090909093
Drosophila,EMGT00050000001845,AA,21,1015
Drosophila,EMGT00050000001038,AA,14,680.1428571428571
Drosophila,EMGT00050000007530,AA,24,217.58333333333334
Drosophila,EMGT00050000002157,AA,9,648.2222222222222
Drosophila,EMGT00050000004708,AA,11,1099.8181818181818
Drosophila,EMGT00050000000570,AA,18,789.3333333333334
Drosophila,EMGT00050000000059,AA,11,668.2727272727273
Drosophila,EMGT00050000005470,AA,12,1790.8333333333333
Drosophila,EMGT00050000002187,AA,11,942.4545454545455
Drosophila,EMGT00050000004042,AA,11,826.6363636363636
Drosophila,EMGT00050000000627,AA,12,748.5833333333334
Drosophila,EMGT00050000004796,AA,11,310.45454545454544
Drosophila,EMGT00050000001714,AA,10,1017.4
Drosophila,EMGT00050000008152,AA,28,415
Drosophila,EMGT00050000007735,AA,11,737.7272727272727
Drosophila,EMGT00050000000368,AA,17,303
Drosophila,EMGT00050000003963,AA,12,631.3333333333334
Drosophila,EMGT00050000000588,AA,7,1699.142857142857
Drosophila,EMGT00050000001577,AA,13,744.9230769230769
Drosophila,EMGT00050000001539,AA,23,994.8695652173913
Drosophila,EMGT00050000001493,AA,10,724.4
Drosophila,EMGT00050000001309,AA,10,2632
Drosophila,EMGT00050000002418,AA,33,232.6060606060606
Drosophila,EMGT00050000009099,AA,10,612.5
Drosophila,EMGT00050000001620,AA,12,564.1666666666666
Drosophila,EMGT00050000002131,AA,12,880.6666666666666
Drosophila,EMGT00050000007518,AA,12,345.25
Drosophila,EMGT00050000000145,AA,11,1223.1818181818182
Drosophila,EMGT00050000002087,AA,11,414
Drosophila,EMGT00050000008363,AA,11,675.1818181818181
Drosophila,EMGT00050000002753,AA,20,801.7
Drosophila,EMGT00050000001042,AA,11,1504.1818181818182
Drosophila,EMGT00050000001525,AA,12,732.4166666666666
Drosophila,EMGT00050000003036,AA,11,630.0909090909091
Drosophila,EMGT00050000001672,AA,10,1741.6
Drosophila,EMGT00050000001315,AA,11,381.72727272727275
Drosophila,EMGT00050000004772,AA,12,376.0833333333333
Drosophila,EMGT00050000002783,AA,55,185.87272727272727
Drosophila,EMGT00050000004192,AA,12,476.8333333333333
Drosophila,EMGT00050000000374,AA,15,425.8
Drosophila,EMGT00050000002980,AA,12,432
Drosophila,EMGT00050000002300,AA,10,1156.4
Drosophila,EMGT00050000001593,AA,10,818.9
Drosophila,EMGT00050000002282,AA,6,1849.6666666666667
Drosophila,EMGT00050000000522,AA,23,526.7391304347826
Drosophila,EMGT00050000002601,AA,10,1296.6
Drosophila,EMGT00050000008718,AA,10,710.9
Drosophila,EMGT00050000003957,AA,8,1654.25
Drosophila,EMGT00050000001923,AA,11,761.8181818181819
Drosophila,EMGT00050000000095,AA,12,394
Drosophila,EMGT00050000001543,AA,12,500.8333333333333
Drosophila,EMGT00050000004397,AA,12,960
Drosophila,EMGT00050000000171,AA,11,564.8181818181819
Drosophila,EMGT00050000002462,AA,23,679.4782608695652
Drosophila,EMGT00050000001373,AA,9,347.55555555555554
Drosophila,EMGT00050000002332,AA,11,1802.090909090909
Drosophila,EMGT00050000001690,AA,11,895.6363636363636
Drosophila,EMGT00050000002065,AA,12,639.3333333333334
Drosophila,EMGT00050000001893,AA,8,404.625
Drosophila,EMGT00050000001589,AA,12,756.25
Drosophila,EMGT00050000002298,AA,11,637.0909090909091
Drosophila,EMGT00050000002151,AA,7,2003.2857142857142
Drosophila,EMGT00050000002962,AA,12,1034.3333333333333
Drosophila,EMGT00050000003487,AA,10,1817.9
Drosophila,EMGT00050000004170,AA,10,342.4
Drosophila,EMGT00050000001843,AA,12,1122.5
Drosophila,EMGT00050000002248,AA,8,789
Drosophila,EMGT00050000009153,AA,20,427.2
Drosophila,EMGT00050000000715,AA,6,488.3333333333333
Drosophila,EMGT00050000001341,AA,13,1464.5384615384614
Drosophila,EMGT00050000002450,AA,12,842.9166666666666
Drosophila,EMGT00050000004595,AA,10,270.5
Drosophila,EMGT00050000001626,AA,8,303.125
Drosophila,EMGT00050000002137,AA,10,2282.9
Drosophila,EMGT00050000007804,AA,12,370.75
Drosophila,EMGT00050000004768,AA,20,196.2
Drosophila,EMGT00050000001495,AA,8,1348.375
Drosophila,EMGT00050000000970,AA,11,768.1818181818181
Drosophila,EMGT00050000004726,AA,23,307.7826086956522
Drosophila,EMGT00050000001058,AA,35,449.25714285714287
Drosophila,EMGT00050000006951,AA,22,880.5909090909091
Drosophila,EMGT00050000007649,AA,10,1455.8
Drosophila,EMGT00050000000214,AA,6,2304.6666666666665
Drosophila,EMGT00050000000320,AA,11,1996.1818181818182
Drosophila,EMGT00050000003965,AA,7,603.7142857142857
Drosophila,EMGT00050000001391,AA,7,2110.714285714286
Drosophila,EMGT00050000007733,AA,11,670.2727272727273
Drosophila,EMGT00050000004022,AA,10,986.4
Drosophila,EMGT00050000001911,AA,10,1043.9
Drosophila,EMGT00050000007699,AA,8,717.5
Drosophila,EMGT00050000001712,AA,12,1081.25
Drosophila,EMGT00050000007761,AA,12,396.4166666666667
Drosophila,EMGT00050000007248,AA,39,299.56410256410254
Drosophila,EMGT00050000002306,AA,7,1177.7142857142858
Drosophila,EMGT00050000003463,AA,20,511.9
Drosophila,EMGT00050000000858,AA,12,1272
Drosophila,EMGT00050000003734,AA,10,1277.4
Drosophila,EMGT00050000001740,AA,12,898.8333333333334
Drosophila,EMGT00050000004589,AA,13,664.6923076923077
Drosophila,EMGT00050000001313,AA,9,303.44444444444446
Drosophila,EMGT00050000009083,AA,10,848.5
Drosophila,EMGT00050000001489,AA,10,401.3
Drosophila,EMGT00050000004977,AA,16,517.875
Drosophila,EMGT00050000007332,AA,11,973.2727272727273
Drosophila,EMGT00050000002081,AA,11,320.54545454545456
Drosophila,EMGT00050000005346,AA,12,1175.6666666666667
Drosophila,EMGT00050000002930,AA,10,234.6
Drosophila,EMGT00050000000410,AA,12,889.6666666666666
Drosophila,EMGT00050000001375,AA,9,836.3333333333334
Drosophila,EMGT00050000001545,AA,11,628.4545454545455
Drosophila,EMGT00050000004122,AA,12,427.1666666666667
Drosophila,EMGT00050000003018,AA,10,711
Drosophila,EMGT00050000001471,AA,12,342.4166666666667
Drosophila,EMGT00050000002079,AA,11,610.2727272727273
Drosophila,EMGT00050000003086,AA,87,475.62068965517244
Drosophila,EMGT00050000000797,AA,11,1352.5454545454545
Drosophila,EMGT00050000003482,AA,10,2187.9
Drosophila,EMGT00050000007829,AA,12,937.0833333333334
Drosophila,EMGT00050000002154,AA,12,360
Drosophila,EMGT00050000001645,AA,11,345.8181818181818
Drosophila,EMGT00050000005509,AA,11,246.63636363636363
Drosophila,EMGT00050000001512,AA,9,1645.888888888889
Drosophila,EMGT00050000002599,AA,8,1221
Drosophila,EMGT00050000005339,AA,12,435.6666666666667
Drosophila,EMGT00050000009431,AA,14,212.35714285714286
Drosophila,EMGT00050000001468,AA,11,1636.2727272727273
Drosophila,EMGT00050000007237,AA,131,587.0458015267176
Drosophila,EMGT00050000002184,AA,11,780.0909090909091
Drosophila,EMGT00050000001695,AA,9,565.7777777777778
Drosophila,EMGT00050000002337,AA,10,337.8
Drosophila,EMGT00050000001426,AA,10,1164.5
Drosophila,EMGT00050000003262,AA,46,894.3695652173913
Drosophila,EMGT00050000004316,AA,10,2022.4
Drosophila,EMGT00050000005225,AA,11,1482
Drosophila,EMGT00050000008886,AA,11,1010.4545454545455
Drosophila,EMGT00050000000196,AA,15,1350.3333333333333
Drosophila,EMGT00050000001440,AA,7,2834.4285714285716
Drosophila,EMGT00050000000515,AA,25,451.64
Drosophila,EMGT00050000002006,AA,10,933.9
Drosophila,EMGT00050000008685,AA,8,207.875
Drosophila,EMGT00050000001717,AA,11,1108.7272727272727
Drosophila,EMGT00050000004659,AA,11,1221.090909090909
Drosophila,EMGT00050000008962,AA,22,913.7272727272727
Drosophila,EMGT00050000007935,AA,8,926.875
Drosophila,EMGT00050000003884,AA,8,401.375
Drosophila,EMGT00050000008151,AA,9,1592.3333333333333
Drosophila,EMGT00050000008436,AA,10,445.3
Drosophila,EMGT00050000003183,AA,10,285.7
Drosophila,EMGT00050000008502,AA,8,368
Drosophila,EMGT00050000000692,AA,11,880.0909090909091
Drosophila,EMGT00050000001623,AA,9,766.5555555555555
Drosophila,EMGT00050000000146,AA,11,1346.4545454545455
Drosophila,EMGT00050000009419,AA,13,533.5384615384615
Drosophila,EMGT00050000001013,AA,12,1111.4166666666667
Drosophila,EMGT00050000001574,AA,12,962.75
Drosophila,EMGT00050000000891,AA,12,772.8333333333334
Drosophila,EMGT00050000001820,AA,7,1176.4285714285713
Drosophila,EMGT00050000001671,AA,11,412.8181818181818
Drosophila,EMGT00050000004258,AA,10,404.7
Drosophila,EMGT00050000001041,AA,12,823.1666666666666
Drosophila,EMGT00050000003035,AA,10,609.9
Drosophila,EMGT00050000001412,AA,10,818.6
Drosophila,EMGT00050000001946,AA,7,888.2857142857143
Drosophila,EMGT00050000003932,AA,6,2002.8333333333333
Drosophila,EMGT00050000000509,AA,14,688.0714285714286
Drosophila,EMGT00050000003256,AA,17,142.47058823529412
Drosophila,EMGT00050000003731,AA,11,752.7272727272727
Drosophila,EMGT00050000000638,AA,11,733.6363636363636
Drosophila,EMGT00050000001590,AA,11,577.0909090909091
Drosophila,EMGT00050000003083,AA,11,254
Drosophila,EMGT00050000000172,AA,9,1338.5555555555557
Drosophila,EMGT00050000000415,AA,11,893
Drosophila,EMGT00050000002148,AA,12,1350
Drosophila,EMGT00050000008348,AA,10,325.6
Drosophila,EMGT00050000001540,AA,11,698
Drosophila,EMGT00050000002251,AA,34,263.5882352941176
Drosophila,EMGT00050000007233,AA,19,610.3684210526316
Drosophila,EMGT00050000003382,AA,12,1093.5
Drosophila,EMGT00050000002180,AA,24,444.375
Drosophila,EMGT00050000002333,AA,8,763.625
Drosophila,EMGT00050000004791,AA,13,390.6923076923077
Drosophila,EMGT00050000002299,AA,12,353.3333333333333
Drosophila,EMGT00050000001588,AA,29,428.9655172413793
Drosophila,EMGT00050000002064,AA,8,1697.125
Drosophila,EMGT00050000001775,AA,11,662.5454545454545
Drosophila,EMGT00050000001368,AA,10,879.4
Drosophila,EMGT00050000000917,AA,11,884.4545454545455
Drosophila,EMGT00050000007537,AA,31,1207.8064516129032
Drosophila,EMGT00050000003486,AA,9,381.55555555555554
Drosophila,EMGT00050000001641,AA,8,700.125
Drosophila,EMGT00050000000273,AA,9,1114.3333333333333
Drosophila,EMGT00050000001558,AA,6,1692.8333333333333
Drosophila,EMGT00050000007036,AA,11,670.5454545454545
Drosophila,EMGT00050000004240,AA,22,244.6818181818182
Drosophila,EMGT00050000007805,AA,12,613.25
Drosophila,EMGT00050000002136,AA,12,735.1666666666666
Drosophila,EMGT00050000004594,AA,23,546.695652173913
Drosophila,EMGT00050000002706,AA,12,1414.9166666666667
Drosophila,EMGT00050000001390,AA,10,1512.8
Drosophila,EMGT00050000000076,AA,11,751.2727272727273
Drosophila,EMGT00050000003729,AA,11,1012.8181818181819
Drosophila,EMGT00050000000845,AA,12,219.66666666666666
Drosophila,EMGT00050000002660,AA,10,1088.2
Drosophila,EMGT00050000001458,AA,12,928.5
Drosophila,EMGT00050000008800,AA,12,507.6666666666667
Drosophila,EMGT00050000001488,AA,10,1446.2
Drosophila,EMGT00050000001312,AA,19,458.7894736842105
Drosophila,EMGT00050000002080,AA,10,1650.5
Drosophila,EMGT00050000000209,AA,31,643.6451612903226
Drosophila,EMGT00050000001522,AA,11,929.9090909090909
Drosophila,EMGT00050000002233,AA,11,669.2727272727273
Drosophila,EMGT00050000007798,AA,12,614.9166666666666
Drosophila,EMGT00050000002255,AA,9,898.6666666666666
Drosophila,EMGT00050000000315,AA,11,1698.3636363636363
Drosophila,EMGT00050000003950,AA,32,545.84375
Drosophila,EMGT00050000001924,AA,11,557.9090909090909
Drosophila,EMGT00050000005142,AA,12,276.5
Drosophila,EMGT00050000001594,AA,10,1651
Drosophila,EMGT00050000007136,AA,12,311.5
Drosophila,EMGT00050000005508,AA,10,251.8
Drosophila,EMGT00050000001323,AA,11,480.09090909090907
Drosophila,EMGT00050000004223,AA,11,1471.2727272727273
Drosophila,EMGT00050000001074,AA,9,1268.7777777777778
Drosophila,EMGT00050000002598,AA,11,625.8181818181819
Drosophila,EMGT00050000000711,AA,12,945.25
Drosophila,EMGT00050000001513,AA,12,1831.5833333333333
Drosophila,EMGT00050000003000,AA,15,359.93333333333334
